"MajorGroup","MinorGroup","BroadGroup","DetailedOccupation","LEV1","LEV2","LEV3","LEV4"
"SOC-19-0000","SOC-19-3000","SOC-19-3090","SOC-19-3091","Life, Physical, and Social Science Occupations","Social Scientists and Related Workers","Miscellaneous Social Scientists and Related Workers","Anthropologists and Archeologists"
"SOC-19-0000","SOC-19-3000","SOC-19-3090","SOC-19-3092","Life, Physical, and Social Science Occupations","Social Scientists and Related Workers","Miscellaneous Social Scientists and Related Workers","Geographers"
"SOC-19-0000","SOC-19-3000","SOC-19-3090","SOC-19-3094","Life, Physical, and Social Science Occupations","Social Scientists and Related Workers","Miscellaneous Social Scientists and Related Workers","Political Scientists"
"SOC-19-0000","SOC-19-3000","SOC-19-3090","SOC-19-3099","Life, Physical, and Social Science Occupations","Social Scientists and Related Workers","Miscellaneous Social Scientists and Related Workers","Social Scientists and Related Workers, All Other"
"SOC-19-0000","SOC-19-4000","SOC-19-4010","SOC-19-4013","Life, Physical, and Social Science Occupations","Life, Physical, and Social Science Technicians","Agricultural and Food Science Technicians","Food Science Technicians"
"SOC-19-0000","SOC-19-4000","SOC-19-4010","SOC-19-4012","Life, Physical, and Social Science Occupations","Life, Physical, and Social Science Technicians","Agricultural and Food Science Technicians","Agricultural Technicians"
"SOC-19-0000","SOC-19-4000","SOC-19-4020","SOC-19-4021","Life, Physical, and Social Science Occupations","Life, Physical, and Social Science Technicians","Biological Technicians","Biological Technicians"
"SOC-19-0000","SOC-19-4000","SOC-19-4030","SOC-19-4031","Life, Physical, and Social Science Occupations","Life, Physical, and Social Science Technicians","Chemical Technicians","Chemical Technicians"
"SOC-19-0000","SOC-19-4000","SOC-19-4040","SOC-19-4042","Life, Physical, and Social Science Occupations","Life, Physical, and Social Science Technicians","Environmental Science and Geoscience Technicians","Environmental Science and Protection Technicians, Including Health"
"SOC-19-0000","SOC-19-4000","SOC-19-4040","SOC-19-4043","Life, Physical, and Social Science Occupations","Life, Physical, and Social Science Technicians","Environmental Science and Geoscience Technicians","Geological Technicians, Except Hydrologic Technicians"
"SOC-19-0000","SOC-19-4000","SOC-19-4040","SOC-19-4044","Life, Physical, and Social Science Occupations","Life, Physical, and Social Science Technicians","Environmental Science and Geoscience Technicians","Hydrologic Technicians"
"SOC-19-0000","SOC-19-4000","SOC-19-4050","SOC-19-4051","Life, Physical, and Social Science Occupations","Life, Physical, and Social Science Technicians","Nuclear Technicians","Nuclear Technicians"
"SOC-19-0000","SOC-19-4000","SOC-19-4060","SOC-19-4061","Life, Physical, and Social Science Occupations","Life, Physical, and Social Science Technicians","Social Science Research Assistants","Social Science Research Assistants"
"SOC-19-0000","SOC-19-4000","SOC-19-4070","SOC-19-4071","Life, Physical, and Social Science Occupations","Life, Physical, and Social Science Technicians","Forest and Conservation Technicians","Forest and Conservation Technicians"
"SOC-19-0000","SOC-19-4000","SOC-19-4090","SOC-19-4092","Life, Physical, and Social Science Occupations","Life, Physical, and Social Science Technicians","Miscellaneous Life, Physical, and Social Science Technicians","Forensic Science Technicians"
"SOC-19-0000","SOC-19-4000","SOC-19-4090","SOC-19-4099","Life, Physical, and Social Science Occupations","Life, Physical, and Social Science Technicians","Miscellaneous Life, Physical, and Social Science Technicians","Life, Physical, and Social Science Technicians, All Other"
"SOC-19-0000","SOC-19-5000","SOC-19-5010","SOC-19-5012","Life, Physical, and Social Science Occupations","Occupational Health and Safety Specialists and Technicians","Occupational Health and Safety Specialists and Technicians","Occupational Health and Safety Technicians"
"SOC-19-0000","SOC-19-5000","SOC-19-5010","SOC-19-5011","Life, Physical, and Social Science Occupations","Occupational Health and Safety Specialists and Technicians","Occupational Health and Safety Specialists and Technicians","Occupational Health and Safety Specialists"
"SOC-21-0000","SOC-21-1000","SOC-21-1010","SOC-21-1013","Community and Social Service Occupations","Counselors, Social Workers, and Other Community and Social Service Specialists","Counselors","Marriage and Family Therapists"
"SOC-21-0000","SOC-21-1000","SOC-21-1010","SOC-21-1015","Community and Social Service Occupations","Counselors, Social Workers, and Other Community and Social Service Specialists","Counselors","Rehabilitation Counselors"
"SOC-21-0000","SOC-21-1000","SOC-21-1010","SOC-21-1014","Community and Social Service Occupations","Counselors, Social Workers, and Other Community and Social Service Specialists","Counselors","Mental Health Counselors"
"SOC-21-0000","SOC-21-1000","SOC-21-1010","SOC-21-1019","Community and Social Service Occupations","Counselors, Social Workers, and Other Community and Social Service Specialists","Counselors","Counselors, All Other"
"SOC-21-0000","SOC-21-1000","SOC-21-1010","SOC-21-1011","Community and Social Service Occupations","Counselors, Social Workers, and Other Community and Social Service Specialists","Counselors","Substance Abuse and Behavioral Disorder Counselors"
"SOC-21-0000","SOC-21-1000","SOC-21-1010","SOC-21-1012","Community and Social Service Occupations","Counselors, Social Workers, and Other Community and Social Service Specialists","Counselors","Educational, Guidance, and Career Counselors and Advisors"
"SOC-21-0000","SOC-21-1000","SOC-21-1020","SOC-21-1023","Community and Social Service Occupations","Counselors, Social Workers, and Other Community and Social Service Specialists","Social Workers","Mental Health and Substance Abuse Social Workers"
"SOC-21-0000","SOC-21-1000","SOC-21-1020","SOC-21-1021","Community and Social Service Occupations","Counselors, Social Workers, and Other Community and Social Service Specialists","Social Workers","Child, Family, and School Social Workers"
"SOC-21-0000","SOC-21-1000","SOC-21-1020","SOC-21-1029","Community and Social Service Occupations","Counselors, Social Workers, and Other Community and Social Service Specialists","Social Workers","Social Workers, All Other"
"SOC-21-0000","SOC-21-1000","SOC-21-1020","SOC-21-1022","Community and Social Service Occupations","Counselors, Social Workers, and Other Community and Social Service Specialists","Social Workers","Healthcare Social Workers"
"SOC-21-0000","SOC-21-1000","SOC-21-1090","SOC-21-1093","Community and Social Service Occupations","Counselors, Social Workers, and Other Community and Social Service Specialists","Miscellaneous Community and Social Service Specialists","Social and Human Service Assistants"
"SOC-21-0000","SOC-21-1000","SOC-21-1090","SOC-21-1099","Community and Social Service Occupations","Counselors, Social Workers, and Other Community and Social Service Specialists","Miscellaneous Community and Social Service Specialists","Community and Social Service Specialists, All Other"
"SOC-21-0000","SOC-21-1000","SOC-21-1090","SOC-21-1094","Community and Social Service Occupations","Counselors, Social Workers, and Other Community and Social Service Specialists","Miscellaneous Community and Social Service Specialists","Community Health Workers"
"SOC-21-0000","SOC-21-1000","SOC-21-1090","SOC-21-1092","Community and Social Service Occupations","Counselors, Social Workers, and Other Community and Social Service Specialists","Miscellaneous Community and Social Service Specialists","Probation Officers and Correctional Treatment Specialists"
"SOC-21-0000","SOC-21-1000","SOC-21-1090","SOC-21-1091","Community and Social Service Occupations","Counselors, Social Workers, and Other Community and Social Service Specialists","Miscellaneous Community and Social Service Specialists","Health Education Specialists"
"SOC-21-0000","SOC-21-2000","SOC-21-2010","SOC-21-2011","Community and Social Service Occupations","Religious Workers","Clergy","Clergy"
"SOC-21-0000","SOC-21-2000","SOC-21-2020","SOC-21-2021","Community and Social Service Occupations","Religious Workers","Directors, Religious Activities and Education","Directors, Religious Activities and Education"
"SOC-21-0000","SOC-21-2000","SOC-21-2090","SOC-21-2099","Community and Social Service Occupations","Religious Workers","Miscellaneous Religious Workers","Religious Workers, All Other"
"SOC-23-0000","SOC-23-1000","SOC-23-1010","SOC-23-1011","Legal Occupations","Lawyers, Judges, and Related Workers","Lawyers and Judicial Law Clerks","Lawyers"
"SOC-23-0000","SOC-23-1000","SOC-23-1010","SOC-23-1012","Legal Occupations","Lawyers, Judges, and Related Workers","Lawyers and Judicial Law Clerks","Judicial Law Clerks"
"SOC-23-0000","SOC-23-1000","SOC-23-1020","SOC-23-1023","Legal Occupations","Lawyers, Judges, and Related Workers","Judges, Magistrates, and Other Judicial Workers","Judges, Magistrate Judges, and Magistrates"
"SOC-23-0000","SOC-23-1000","SOC-23-1020","SOC-23-1021","Legal Occupations","Lawyers, Judges, and Related Workers","Judges, Magistrates, and Other Judicial Workers","Administrative Law Judges, Adjudicators, and Hearing Officers"
"SOC-23-0000","SOC-23-1000","SOC-23-1020","SOC-23-1022","Legal Occupations","Lawyers, Judges, and Related Workers","Judges, Magistrates, and Other Judicial Workers","Arbitrators, Mediators, and Conciliators"
"SOC-23-0000","SOC-23-2000","SOC-23-2010","SOC-23-2011","Legal Occupations","Legal Support Workers","Paralegals and Legal Assistants","Paralegals and Legal Assistants"
"SOC-23-0000","SOC-23-2000","SOC-23-2090","SOC-23-2093","Legal Occupations","Legal Support Workers","Miscellaneous Legal Support Workers","Title Examiners, Abstractors, and Searchers"
"SOC-23-0000","SOC-23-2000","SOC-23-2090","SOC-23-2099","Legal Occupations","Legal Support Workers","Miscellaneous Legal Support Workers","Legal Support Workers, All Other"
"SOC-25-0000","SOC-25-1000","SOC-25-1010","SOC-25-1011","Educational Instruction and Library Occupations","Postsecondary Teachers","Business Teachers, Postsecondary","Business Teachers, Postsecondary"
"SOC-25-0000","SOC-25-1000","SOC-25-1020","SOC-25-1022","Educational Instruction and Library Occupations","Postsecondary Teachers","Math and Computer Science Teachers, Postsecondary","Mathematical Science Teachers, Postsecondary"
"SOC-25-0000","SOC-25-1000","SOC-25-1020","SOC-25-1021","Educational Instruction and Library Occupations","Postsecondary Teachers","Math and Computer Science Teachers, Postsecondary","Computer Science Teachers, Postsecondary"
"SOC-25-0000","SOC-25-1000","SOC-25-1030","SOC-25-1031","Educational Instruction and Library Occupations","Postsecondary Teachers","Engineering and Architecture Teachers, Postsecondary","Architecture Teachers, Postsecondary"
"SOC-25-0000","SOC-25-1000","SOC-25-1030","SOC-25-1032","Educational Instruction and Library Occupations","Postsecondary Teachers","Engineering and Architecture Teachers, Postsecondary","Engineering Teachers, Postsecondary"
"SOC-25-0000","SOC-25-1000","SOC-25-1040","SOC-25-1041","Educational Instruction and Library Occupations","Postsecondary Teachers","Life Sciences Teachers, Postsecondary","Agricultural Sciences Teachers, Postsecondary"
"SOC-25-0000","SOC-25-1000","SOC-25-1040","SOC-25-1042","Educational Instruction and Library Occupations","Postsecondary Teachers","Life Sciences Teachers, Postsecondary","Biological Science Teachers, Postsecondary"
"SOC-25-0000","SOC-25-1000","SOC-25-1040","SOC-25-1043","Educational Instruction and Library Occupations","Postsecondary Teachers","Life Sciences Teachers, Postsecondary","Forestry and Conservation Science Teachers, Postsecondary"
"SOC-25-0000","SOC-25-1000","SOC-25-1050","SOC-25-1051","Educational Instruction and Library Occupations","Postsecondary Teachers","Physical Sciences Teachers, Postsecondary","Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
"SOC-25-0000","SOC-25-1000","SOC-25-1050","SOC-25-1052","Educational Instruction and Library Occupations","Postsecondary Teachers","Physical Sciences Teachers, Postsecondary","Chemistry Teachers, Postsecondary"
"SOC-25-0000","SOC-25-1000","SOC-25-1050","SOC-25-1053","Educational Instruction and Library Occupations","Postsecondary Teachers","Physical Sciences Teachers, Postsecondary","Environmental Science Teachers, Postsecondary"
"SOC-25-0000","SOC-25-1000","SOC-25-1050","SOC-25-1054","Educational Instruction and Library Occupations","Postsecondary Teachers","Physical Sciences Teachers, Postsecondary","Physics Teachers, Postsecondary"
"SOC-25-0000","SOC-25-1000","SOC-25-1060","SOC-25-1065","Educational Instruction and Library Occupations","Postsecondary Teachers","Social Sciences Teachers, Postsecondary","Political Science Teachers, Postsecondary"
"SOC-25-0000","SOC-25-1000","SOC-25-1060","SOC-25-1064","Educational Instruction and Library Occupations","Postsecondary Teachers","Social Sciences Teachers, Postsecondary","Geography Teachers, Postsecondary"
"SOC-25-0000","SOC-25-1000","SOC-25-1060","SOC-25-1062","Educational Instruction and Library Occupations","Postsecondary Teachers","Social Sciences Teachers, Postsecondary","Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
